,no.,date,time,source,destination,protocol,length,tcp_retransmission,flags,source_port,destination_port,seq,win,len,mss,ack
725,726,2020-11-03,08:26:10,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1875,0,4096,0,1460,False
726,727,2020-11-03,08:26:16,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1199,0,1024,0,1460,False
727,728,2020-11-03,08:26:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1721,0,1024,0,1460,False
728,729,2020-11-03,08:26:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,10778,0,3072,0,1460,False
729,730,2020-11-03,08:26:33,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1718,0,3072,0,1460,False
730,731,2020-11-03,08:26:39,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,16000,0,1024,0,1460,False
731,732,2020-11-03,08:26:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,125,0,1024,0,1460,False
732,733,2020-11-03,08:26:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1658,0,1024,0,1460,False
733,734,2020-11-03,08:26:57,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1148,0,2048,0,1460,False
734,735,2020-11-03,08:27:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,366,0,2048,0,1460,False
735,736,2020-11-03,08:27:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,49165,0,3072,0,1460,False
736,737,2020-11-03,08:27:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1839,0,4096,0,1460,False
737,738,2020-11-03,08:27:15,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9943,0,2048,0,1460,False
738,739,2020-11-03,08:27:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2107,0,3072,0,1460,False
739,740,2020-11-03,08:27:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,10617,0,2048,0,1460,False
740,741,2020-11-03,08:33:26,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2717,0,1024,0,1460,False
741,742,2020-11-03,08:33:32,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,10003,0,2048,0,1460,False
742,743,2020-11-03,08:33:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1041,0,2048,0,1460,False
743,744,2020-11-03,08:33:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1042,0,1024,0,1460,False
744,745,2020-11-03,08:33:49,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8082,0,3072,0,1460,False
745,746,2020-11-03,08:33:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1165,0,2048,0,1460,False
746,747,2020-11-03,08:34:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5405,0,4096,0,1460,False
747,748,2020-11-03,08:34:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5051,0,2048,0,1460,False
748,749,2020-11-03,08:34:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2383,0,1024,0,1460,False
749,750,2020-11-03,08:34:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2022,0,4096,0,1460,False
750,751,2020-11-03,08:34:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6510,0,4096,0,1460,False
751,752,2020-11-03,08:34:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9876,0,4096,0,1460,False
752,753,2020-11-03,08:34:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1072,0,4096,0,1460,False
753,754,2020-11-03,08:34:39,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5001,0,4096,0,1460,False
754,755,2020-11-03,08:34:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8181,0,2048,0,1460,False
755,756,2020-11-03,08:34:51,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,301,0,4096,0,1460,False
756,757,2020-11-03,08:34:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1078,0,4096,0,1460,False
757,758,2020-11-03,09:36:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,16016,0,4096,0,1460,False
758,759,2020-11-03,09:36:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1271,0,1024,0,1460,False
759,760,2020-11-03,09:36:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8192,0,3072,0,1460,False
760,761,2020-11-03,09:36:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,51493,0,3072,0,1460,False
761,762,2020-11-03,09:36:52,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,42,0,4096,0,1460,False
762,763,2020-11-03,09:36:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,30000,0,4096,0,1460,False
763,764,2020-11-03,09:37:01,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,4900,0,2048,0,1460,False
764,765,2020-11-03,09:37:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3995,0,2048,0,1460,False
765,766,2020-11-03,09:37:10,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1052,0,1024,0,1460,False
766,767,2020-11-03,09:37:14,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1086,0,1024,0,1460,False
767,768,2020-11-03,09:37:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3546,0,4096,0,1460,False
768,769,2020-11-03,09:37:23,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,19842,0,1024,0,1460,False
769,770,2020-11-03,09:37:27,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,19315,0,4096,0,1460,False
770,771,2020-11-03,09:37:32,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1218,0,2048,0,1460,False
771,772,2020-11-03,09:37:37,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,109,0,2048,0,1460,False
772,773,2020-11-03,09:37:41,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1999,0,3072,0,1460,False
773,774,2020-11-03,09:37:46,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,4125,0,1024,0,1460,False
774,775,2020-11-03,09:37:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,12265,0,1024,0,1460,False
775,776,2020-11-03,09:37:55,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,49163,0,3072,0,1460,False
776,777,2020-11-03,09:38:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1085,0,3072,0,1460,False
777,778,2020-11-03,09:38:04,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5922,0,1024,0,1460,False
778,779,2020-11-03,09:38:09,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,32782,0,2048,0,1460,False
779,780,2020-11-03,09:38:14,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1079,0,2048,0,1460,False
780,781,2020-11-03,09:38:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1141,0,1024,0,1460,False
781,782,2020-11-03,09:38:23,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,617,0,2048,0,1460,False
782,783,2020-11-03,11:02:57,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,10617,0,2048,0,1460,False
783,784,2020-11-03,11:03:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2107,0,4096,0,1460,False
784,785,2020-11-03,11:03:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9943,0,1024,0,1460,False
785,786,2020-11-03,11:03:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1839,0,4096,0,1460,False
786,787,2020-11-03,11:03:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,49165,0,2048,0,1460,False
787,788,2020-11-03,11:03:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,366,0,3072,0,1460,False
788,789,2020-11-03,11:03:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1148,0,4096,0,1460,False
789,790,2020-11-03,11:03:40,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1658,0,4096,0,1460,False
790,791,2020-11-03,11:03:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,125,0,4096,0,1460,False
791,792,2020-11-03,11:03:51,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,16000,0,3072,0,1460,False
792,793,2020-11-03,11:03:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1718,0,3072,0,1460,False
793,794,2020-11-03,11:04:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,10778,0,2048,0,1460,False
794,795,2020-11-03,11:04:08,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1721,0,1024,0,1460,False
795,796,2020-11-03,11:04:13,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1199,0,3072,0,1460,False
796,797,2020-11-03,11:04:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1875,0,4096,0,1460,False
797,798,2020-11-03,11:04:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3390,0,2048,0,1460,False
798,799,2020-11-03,11:04:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8701,0,2048,0,1460,False
799,800,2020-11-03,11:04:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1083,0,2048,0,1460,False
800,801,2020-11-03,11:04:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,32779,0,1024,0,1460,False
801,802,2020-11-03,11:04:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,49156,0,4096,0,1460,False
802,803,2020-11-03,11:04:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5510,0,2048,0,1460,False
803,804,2020-11-03,11:05:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5566,0,4096,0,1460,False
804,805,2020-11-03,11:05:07,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9999,0,1024,0,1460,False
805,806,2020-11-03,11:05:13,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9485,0,4096,0,1460,False
806,807,2020-11-03,11:05:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3878,0,3072,0,1460,False
807,808,2020-11-03,11:05:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,84,0,4096,0,1460,False
808,809,2020-11-03,11:05:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3801,0,2048,0,1460,False
809,810,2020-11-03,11:05:35,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,17988,0,1024,0,1460,False
810,811,2020-11-03,11:05:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,49154,0,3072,0,1460,False
811,812,2020-11-03,11:05:48,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,10010,0,3072,0,1460,False
812,813,2020-11-03,11:05:53,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5718,0,3072,0,1460,False
813,814,2020-11-03,11:05:59,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3168,0,2048,0,1460,False
814,815,2020-11-03,11:06:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3006,0,2048,0,1460,False
815,816,2020-11-03,11:11:51,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1078,0,3072,0,1460,False
816,817,2020-11-03,11:11:57,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,301,0,4096,0,1460,False
817,818,2020-11-03,11:12:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8181,0,3072,0,1460,False
818,819,2020-11-03,11:12:08,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5001,0,1024,0,1460,False
819,820,2020-11-03,11:12:14,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1072,0,3072,0,1460,False
820,821,2020-11-03,11:12:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9876,0,2048,0,1460,False
821,822,2020-11-03,11:12:25,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6510,0,3072,0,1460,False
822,823,2020-11-03,11:12:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2022,0,2048,0,1460,False
823,824,2020-11-03,11:12:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2383,0,1024,0,1460,False
824,825,2020-11-03,11:12:48,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5051,0,4096,0,1460,False
825,826,2020-11-03,11:12:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5405,0,4096,0,1460,False
826,827,2020-11-03,11:13:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1165,0,3072,0,1460,False
827,828,2020-11-03,11:13:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8082,0,1024,0,1460,False
828,829,2020-11-03,11:13:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1042,0,4096,0,1460,False
829,830,2020-11-03,11:13:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1041,0,1024,0,1460,False
830,831,2020-11-03,11:13:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,10003,0,2048,0,1460,False
831,832,2020-11-03,11:13:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2717,0,1024,0,1460,False
832,833,2020-11-03,12:14:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,617,0,3072,0,1460,False
833,834,2020-11-03,12:14:57,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1141,0,2048,0,1460,False
834,835,2020-11-03,12:15:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1079,0,3072,0,1460,False
835,836,2020-11-03,12:15:08,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,32782,0,1024,0,1460,False
836,837,2020-11-03,12:15:14,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5922,0,2048,0,1460,False
837,838,2020-11-03,12:15:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1085,0,3072,0,1460,False
838,839,2020-11-03,12:15:25,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,49163,0,2048,0,1460,False
839,840,2020-11-03,12:15:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,12265,0,4096,0,1460,False
840,841,2020-11-03,12:15:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,4125,0,2048,0,1460,False
841,842,2020-11-03,12:15:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1999,0,3072,0,1460,False
842,843,2020-11-03,12:15:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,109,0,2048,0,1460,False
843,844,2020-11-03,12:15:49,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5280,0,4096,0,1460,False
844,845,2020-11-03,12:15:55,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1066,0,2048,0,1460,False
845,846,2020-11-03,12:16:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,481,0,4096,0,1460,False
846,847,2020-11-03,12:16:07,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5901,0,1024,0,1460,False
847,848,2020-11-03,12:16:12,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8042,0,4096,0,1460,False
848,849,2020-11-03,12:16:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2967,0,4096,0,1460,False
849,850,2020-11-03,12:16:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,4,0,4096,0,1460,False
850,851,2020-11-03,12:16:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1082,0,2048,0,1460,False
851,852,2020-11-03,12:16:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1521,0,4096,0,1460,False
852,853,2020-11-03,12:16:48,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2100,0,3072,0,1460,False
853,854,2020-11-03,12:16:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1001,0,4096,0,1460,False
854,855,2020-11-03,12:17:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8090,0,1024,0,1460,False
855,856,2020-11-03,12:17:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1914,0,1024,0,1460,False
856,857,2020-11-03,12:17:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,7937,0,1024,0,1460,False
857,858,2020-11-03,13:41:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3006,0,3072,0,1460,False
858,859,2020-11-03,13:41:25,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3168,0,2048,0,1460,False
859,860,2020-11-03,13:41:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5718,0,2048,0,1460,False
860,861,2020-11-03,13:41:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,10010,0,2048,0,1460,False
861,862,2020-11-03,13:41:41,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,49154,0,2048,0,1460,False
862,863,2020-11-03,13:41:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,17988,0,2048,0,1460,False
863,864,2020-11-03,13:41:53,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3801,0,1024,0,1460,False
864,865,2020-11-03,13:41:58,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,84,0,2048,0,1460,False
865,866,2020-11-03,13:42:04,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3878,0,1024,0,1460,False
866,867,2020-11-03,13:42:10,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9485,0,3072,0,1460,False
867,868,2020-11-03,13:42:15,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9999,0,4096,0,1460,False
868,869,2020-11-03,13:42:21,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5566,0,3072,0,1460,False
869,870,2020-11-03,13:42:27,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5510,0,1024,0,1460,False
870,871,2020-11-03,13:42:32,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,49156,0,2048,0,1460,False
871,872,2020-11-03,13:42:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,32779,0,3072,0,1460,False
872,873,2020-11-03,13:42:44,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1029,0,3072,0,1460,False
873,874,2020-11-03,13:42:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1864,0,2048,0,1460,False
874,875,2020-11-03,13:42:57,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,901,0,1024,0,1460,False
875,876,2020-11-03,13:43:03,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,981,0,1024,0,1460,False
876,877,2020-11-03,13:43:09,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5560,0,1024,0,1460,False
877,878,2020-11-03,13:43:15,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3007,0,3072,0,1460,False
878,879,2020-11-03,13:43:20,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1119,0,2048,0,1460,False
879,880,2020-11-03,13:43:26,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,55555,0,1024,0,1460,False
880,881,2020-11-03,13:43:32,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3766,0,2048,0,1460,False
881,882,2020-11-03,13:43:37,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1600,0,3072,0,1460,False
882,883,2020-11-03,13:43:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1192,0,1024,0,1460,False
883,884,2020-11-03,13:43:49,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,12174,0,3072,0,1460,False
884,885,2020-11-03,13:43:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,11110,0,3072,0,1460,False
885,886,2020-11-03,13:44:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,15002,0,4096,0,1460,False
886,887,2020-11-03,13:44:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,12345,0,2048,0,1460,False
887,888,2020-11-03,13:44:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9968,0,4096,0,1460,False
888,889,2020-11-03,13:44:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1974,0,2048,0,1460,False
889,890,2020-11-03,13:44:23,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9900,0,1024,0,1460,False
890,891,2020-11-03,13:50:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1164,0,2048,0,1460,False
891,892,2020-11-03,13:50:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,898,0,4096,0,1460,False
892,893,2020-11-03,13:50:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6881,0,2048,0,1460,False
893,894,2020-11-03,13:50:35,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,34571,0,1024,0,1460,False
894,895,2020-11-03,13:50:41,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,500,0,3072,0,1460,False
895,896,2020-11-03,13:50:46,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5120,0,2048,0,1460,False
896,897,2020-11-03,13:50:52,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,18040,0,3072,0,1460,False
897,898,2020-11-03,13:50:58,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5060,0,2048,0,1460,False
898,899,2020-11-03,13:51:03,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3659,0,2048,0,1460,False
899,900,2020-11-03,13:51:09,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1051,0,4096,0,1460,False
900,901,2020-11-03,13:51:14,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,545,0,3072,0,1460,False
901,902,2020-11-03,13:51:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2004,0,4096,0,1460,False
902,903,2020-11-03,13:51:25,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1002,0,2048,0,1460,False
903,904,2020-11-03,13:51:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2601,0,3072,0,1460,False
904,905,2020-11-03,13:51:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1093,0,2048,0,1460,False
905,906,2020-11-03,13:51:41,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5989,0,4096,0,1460,False
906,907,2020-11-03,13:51:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,4550,0,4096,0,1460,False
907,908,2020-11-03,14:53:16,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,7937,0,2048,0,1460,False
908,909,2020-11-03,14:53:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1914,0,4096,0,1460,False
909,910,2020-11-03,14:53:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8090,0,2048,0,1460,False
910,911,2020-11-03,14:53:33,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1001,0,2048,0,1460,False
911,912,2020-11-03,14:53:39,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2100,0,1024,0,1460,False
912,913,2020-11-03,14:53:44,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1521,0,2048,0,1460,False
913,914,2020-11-03,14:53:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1082,0,2048,0,1460,False
914,915,2020-11-03,14:53:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,4,0,2048,0,1460,False
915,916,2020-11-03,14:54:01,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2967,0,3072,0,1460,False
916,917,2020-11-03,14:54:07,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8042,0,4096,0,1460,False
917,918,2020-11-03,14:54:13,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5901,0,4096,0,1460,False
918,919,2020-11-03,14:54:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,481,0,2048,0,1460,False
919,920,2020-11-03,14:54:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1066,0,1024,0,1460,False
920,921,2020-11-03,14:54:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5280,0,1024,0,1460,False
921,922,2020-11-03,14:54:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,7778,0,1024,0,1460,False
922,923,2020-11-03,14:54:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,987,0,1024,0,1460,False
923,924,2020-11-03,14:54:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5679,0,3072,0,1460,False
924,925,2020-11-03,14:54:53,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8180,0,3072,0,1460,False
925,926,2020-11-03,14:55:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,4279,0,4096,0,1460,False
926,927,2020-11-03,14:55:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,14441,0,4096,0,1460,False
927,928,2020-11-03,14:55:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,44443,0,3072,0,1460,False
928,929,2020-11-03,14:55:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9618,0,1024,0,1460,False
929,930,2020-11-03,14:55:23,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2301,0,4096,0,1460,False
930,931,2020-11-03,14:55:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,50800,0,4096,0,1460,False
931,932,2020-11-03,14:55:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8010,0,2048,0,1460,False
932,933,2020-11-03,16:19:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9900,0,1024,0,1460,False
933,934,2020-11-03,16:19:51,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1974,0,1024,0,1460,False
934,935,2020-11-03,16:19:57,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9968,0,1024,0,1460,False
935,936,2020-11-03,16:20:03,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,12345,0,3072,0,1460,False
936,937,2020-11-03,16:20:08,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,15002,0,3072,0,1460,False
937,938,2020-11-03,16:20:14,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,11110,0,4096,0,1460,False
938,939,2020-11-03,16:20:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,12174,0,2048,0,1460,False
939,940,2020-11-03,16:20:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1192,0,4096,0,1460,False
940,941,2020-11-03,16:20:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1600,0,4096,0,1460,False
941,942,2020-11-03,16:20:33,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3766,0,1024,0,1460,False
942,943,2020-11-03,16:20:37,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,55555,0,2048,0,1460,False
